State,District,ConstituencyEN,ElectionType,CandidateName,Party,BallotVotes,Election,AdvanceBallotVotes,Gender,ConstituencyMM
Chin State,Mindat,Mindat,Pyithu,ဦးထန်းလိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5502,2015,690,m,မင်းတပ်
Chin State,Mindat,Mindat,Pyithu,ဦးနေလင်းအောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,7607,2015,599,m,မင်းတပ်
Chin State,Mindat,Mindat,Pyithu,ဒေါ်လိုင်းကီး,ချင်းအမျိုးသားဒီမိုကရက်တစ်ပါတီ,3063,2015,301,f,မင်းတပ်
Shan State (South),Langkho,Mongpan,Pyithu,ဦးချမ်းလင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1086,2015,170,m,မိုင်းပန်
Shan State (South),Langkho,Mongpan,Pyithu,ဦးစိုင်းအောင်ထွန်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1305,2015,222,m,မိုင်းပန်
Shan State (South),Langkho,Mongpan,Pyithu,ဦးစိုင်းကျော်မိုး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,1976,2015,1477,m,မိုင်းပန်
Shan State (South),Langkho,Mongpan,Pyithu,ဦးစိုင်းဘိုဘိုလှိုင်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,2752,2015,389,m,မိုင်းပန်
Bago Region (East),Bago,Daik-U,Pyithu,ဦးမင်းဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,16500,2015,2086,m,ဒိုက်ဦး
Bago Region (East),Bago,Daik-U,Pyithu,ဦးတင်ကြည်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1526,2015,90,m,ဒိုက်ဦး
Bago Region (East),Bago,Daik-U,Pyithu,ဒေါ်မြင့်မြင့်ရီ(ခ)ဒေါ်မီးမီး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1745,2015,133,f,ဒိုက်ဦး
Bago Region (East),Bago,Daik-U,Pyithu,ဦးကျော်စွာစိုး,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,4632,2015,216,m,ဒိုက်ဦး
Bago Region (East),Bago,Daik-U,Pyithu,ဦးမြင့်ဝေ,ပြည်ထောင်စုတောင်သူလယ်သမားအင်အားစုပါတီ,274,2015,19,m,ဒိုက်ဦး
Bago Region (East),Bago,Daik-U,Pyithu,ဒေါ်ဖြူဖြူဥ,ဖက်ဒရယ်ပြည်ထောင်စုပါတီ,1030,2015,40,f,ဒိုက်ဦး
Bago Region (East),Bago,Daik-U,Pyithu,ဦးဘုန်းမြင့်အောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,55476,2015,3049,m,ဒိုက်ဦး
Bago Region (East),Bago,Daik-U,Pyithu,ဦးကြည်လင်း,အမျိုးသားတိုးတက်ရေးပါတီ,1646,2015,47,m,ဒိုက်ဦး
Magway Region,Minbu,Pwintbyu,Pyithu,ဦးဌေးဝင်း,အမျိုးသားတိုးတက်ရေးပါတီ,1573,2015,67,m,ပွင့်ဖြူ
Magway Region,Minbu,Pwintbyu,Pyithu,ဒေါက်တာမောင်မောင်ဌေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,30326,2015,1828,f,ပွင့်ဖြူ
Magway Region,Minbu,Pwintbyu,Pyithu,ဦးထွန်းထွန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,59019,2015,1956,m,ပွင့်ဖြူ
Magway Region,Minbu,Pwintbyu,Pyithu,ဦးကျော်စွာလင်း,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,653,2015,21,m,ပွင့်ဖြူ
Magway Region,Minbu,Pwintbyu,Pyithu,ဒေါ်လဲ့လဲ့မွန်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,638,2015,45,f,ပွင့်ဖြူ
Sagaing Region,Katha,Kawlin,Pyithu,ဦးမြဦး,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1744,2015,125,m,ကောလင်း
Sagaing Region,Katha,Kawlin,Pyithu,ဦးမျိုးမြင့်ထွဏ်း,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1686,2015,105,m,ကောလင်း
Sagaing Region,Katha,Kawlin,Pyithu,ဦးကျော်ထွန်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,637,2015,36,m,ကောလင်း
Sagaing Region,Katha,Kawlin,Pyithu,ဦးတင်ဝင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,14249,2015,818,m,ကောလင်း
Sagaing Region,Katha,Kawlin,Pyithu,ဦးမျိုးဇော်အောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,58779,2015,2444,m,ကောလင်း
Kayin State,Hpapun,Hpapun,Pyithu,ဦးထွန်းမြအောင်(ခ)ဦးစောထွန်းမြအောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3781,2015,1450,m,ဖာပွန်
Kayin State,Hpapun,Hpapun,Pyithu,ဒေါ်ခိုင်စောတုပ်,ဖလုံ-စဝေါ်ဒီမိုကရက်တစ်ပါတီ,252,2015,22,f,ဖာပွန်
Kayin State,Hpapun,Hpapun,Pyithu,ဦးအေးသန်း,အမျိုးသားတိုးတက်ရေးပါတီ,833,2015,95,m,ဖာပွန်
Kayin State,Hpapun,Hpapun,Pyithu,ဦးစောဇော်ဝင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,3726,2015,262,m,ဖာပွန်
Kayin State,Hpapun,Hpapun,Pyithu,ဦးစောဘိုဘို,ကရင်ပြည်သူ့ပါတီ,112,2015,18,m,ဖာပွန်
Kachin State,Bhamo,Momauk,Pyithu,ဦးသန်းညွန့်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,687,2015,64,m,မိုးမောက်
Kachin State,Bhamo,Momauk,Pyithu,ဦးကျော်ဝင်း,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),987,2015,36,m,မိုးမောက်
Kachin State,Bhamo,Momauk,Pyithu,ဦးမြင့်လွင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3598,2015,1281,m,မိုးမောက်
Kachin State,Bhamo,Momauk,Pyithu,ဦးနောင်ဆန်းကြွယ်,ကချင်အမျိုးသားများဒီမိုကရေစီကွန်ဂရက်ပါတီ,1819,2015,87,m,မိုးမောက်
Kachin State,Bhamo,Momauk,Pyithu,ဦးဝင်းအောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,8317,2015,314,m,မိုးမောက်
Kachin State,Bhamo,Momauk,Pyithu,ဒေါ်ကိုင်ယော်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,1888,2015,62,f,မိုးမောက်
Kachin State,Bhamo,Momauk,Pyithu,ဦးဇော်ထွန်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,3194,2015,87,m,မိုးမောက်
Kachin State,Bhamo,Momauk,Pyithu,ဦးကျော်သီဟ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,3787,2015,95,m,မိုးမောက်
Yangon Region,Yangon (East),South Okkalapa,Pyithu,ဦးအောင်သိန်းလင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,11249,2015,1227,m,တောင်ဥက္ကလာပ
Yangon Region,Yangon (East),South Okkalapa,Pyithu,ဦးကျော်ဌေး,မြန်မာအမျိုးသားကွန်ဂရက်ပါတီ,1757,2015,39,m,တောင်ဥက္ကလာပ
Yangon Region,Yangon (East),South Okkalapa,Pyithu,ဒေါက်တာမင်းအောင်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,938,2015,56,f,တောင်ဥက္ကလာပ
Yangon Region,Yangon (East),South Okkalapa,Pyithu,ဒေါ်ခင်အိအိစိန်,အမျိုးသားတိုးတက်ရေးပါတီ,614,2015,36,f,တောင်ဥက္ကလာပ
Yangon Region,Yangon (East),South Okkalapa,Pyithu,ဒေါက်တာစောနိုင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,63657,2015,3634,f,တောင်ဥက္ကလာပ
Yangon Region,Yangon (South),Cocokyun,Pyithu,သူရဦးသက်ဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,831,2015,373,f,ကိုကိုးကျွန်း
Yangon Region,Yangon (South),Cocokyun,Pyithu,ဦးဝင်းမင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,237,2015,9,m,ကိုကိုးကျွန်း
Rakhine State,Kyaukpyu,Ann,Pyithu,ဦးညီလွယ်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2623,2015,90,m,အမ်း
Rakhine State,Kyaukpyu,Ann,Pyithu,ဦးတင်သိန်းအောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,10580,2015,501,m,အမ်း
Rakhine State,Kyaukpyu,Ann,Pyithu,ဦးသိန်းဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,10185,2015,2852,m,အမ်း
Rakhine State,Kyaukpyu,Ann,Pyithu,ဦးကျော်မြ,ချင်းဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1849,2015,37,m,အမ်း
Rakhine State,Kyaukpyu,Ann,Pyithu,ဦးဘမြင့်,ချင်းအမျိုးသားဒီမိုကရက်တစ်ပါတီ,1545,2015,31,m,အမ်း
Rakhine State,Kyaukpyu,Ann,Pyithu,ဦးကျော်သန်းလှိုင်,ရခိုင်အမျိုးသားပါတီ,11919,2015,613,m,အမ်း
Yangon Region,Yangon (North),Hlegu,Pyithu,ဦးကျော်ဆန်း,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1186,2015,70,m,လှည်းကူး
Yangon Region,Yangon (North),Hlegu,Pyithu,ဦးသိန်းတန်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,64233,2015,2420,m,လှည်းကူး
Yangon Region,Yangon (North),Hlegu,Pyithu,ဦးခင်မောင်စိုး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,41717,2015,5938,m,လှည်းကူး
Yangon Region,Yangon (North),Hlegu,Pyithu,ဒေါ်စန္ဒာဦး,မတူကွဲပြားခြင်းနှင့်ငြိမ်းချမ်းရေးပါတီ,610,2015,29,f,လှည်းကူး
Yangon Region,Yangon (North),Hlegu,Pyithu,ဦးသက်လွင်,အမျိုးသားတိုးတက်ရေးပါတီ,1631,2015,88,m,လှည်းကူး
Kachin State,Mohnyin,Mogaung,Pyithu,ဦးဘုန်းဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,13495,2015,2728,m,မိုးကောင်း
Kachin State,Mohnyin,Mogaung,Pyithu,ဦးပြားမောင်,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),2940,2015,162,m,မိုးကောင်း
Kachin State,Mohnyin,Mogaung,Pyithu,ဦးခါးလရိန်(ခ)ဆရာခါး,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,3870,2015,146,m,မိုးကောင်း
Kachin State,Mohnyin,Mogaung,Pyithu,ဦးမြတ်မိုးမြင့်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,1483,2015,87,m,မိုးကောင်း
Kachin State,Mohnyin,Mogaung,Pyithu,ဦးဝင်းနိုင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,22798,2015,1250,m,မိုးကောင်း
Kachin State,Mohnyin,Mogaung,Pyithu,ဒေါ်သူဇာကျော်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,2829,2015,149,f,မိုးကောင်း
Yangon Region,Yangon (East),Tamwe,Pyithu,ဦးသန်းထွန်း,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,721,2015,43,m,တာမွေ
Yangon Region,Yangon (East),Tamwe,Pyithu,ဦးဝင်းမြင့်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,57307,2015,3101,m,တာမွေ
Yangon Region,Yangon (East),Tamwe,Pyithu,ဦးအေးသိန်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,457,2015,59,m,တာမွေ
Yangon Region,Yangon (East),Tamwe,Pyithu,ဦးသိန်းဌေးဝင်း,အမျိုးသားတိုးတက်ရေးပါတီ,277,2015,33,m,တာမွေ
Yangon Region,Yangon (East),Tamwe,Pyithu,ဒေါ်လဲ့လဲ့ဝင်းဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6175,2015,789,f,တာမွေ
Yangon Region,Yangon (East),Tamwe,Pyithu,ဦးစောဝင်း,ဖလုံ-စဝေါ်ဒီမိုကရက်တစ်ပါတီ,98,2015,7,m,တာမွေ
Yangon Region,Yangon (East),Tamwe,Pyithu,ဒေါ်အေးအေးရီ,ညီညွတ်သောဒီမိုကရက်တစ်ပါတီ(UDP),97,2015,7,f,တာမွေ
Yangon Region,Yangon (East),Tamwe,Pyithu,ဦးအောင်မြင့်မင်း,အမျိုးသားညီညွတ်ရေးကွန်ဂရက်ပါတီ,371,2015,10,m,တာမွေ
Naypyitaw,Det Khi Na,Za Bu Thi Ri,Pyithu,ဦးကျော်အေး,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,863,2015,160,m,ဇမ္ဗူသီရိ
Naypyitaw,Det Khi Na,Za Bu Thi Ri,Pyithu,ဦးမြတ်ဟိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,18429,2015,2633,m,ဇမ္ဗူသီရိ
Naypyitaw,Det Khi Na,Za Bu Thi Ri,Pyithu,ဦးအောင်ခိုင်မိုး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,527,2015,64,m,ဇမ္ဗူသီရိ
Naypyitaw,Det Khi Na,Za Bu Thi Ri,Pyithu,ဦးဖြိုးဇေယျာသော်(ခ)ဇေယျာသော်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,22192,2015,1558,m,ဇမ္ဗူသီရိ
Magway Region,Gangaw,Saw,Pyithu,ဦးအောင်စန်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1258,2015,153,m,ဆော
Magway Region,Gangaw,Saw,Pyithu,ဦးကျော်တင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,28904,2015,2062,m,ဆော
Magway Region,Gangaw,Saw,Pyithu,ဦးထွန်းမိုး,တစ်သီးပုဂ္ဂလ,212,2015,31,m,ဆော
Magway Region,Gangaw,Saw,Pyithu,ဦးဌေးမောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,8683,2015,901,m,ဆော
Magway Region,Gangaw,Saw,Pyithu,ဦးဌေးလွင်,တစ်သီးပုဂ္ဂလ,881,2015,113,m,ဆော
Sagaing Region,Kale,Kalewa,Pyithu,ဦးစိုးသိမ်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2173,2015,173,m,ကလေးဝ
Sagaing Region,Kale,Kalewa,Pyithu,ဦးသန်းထွန်းမြင့်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,13954,2015,639,m,ကလေးဝ
Sagaing Region,Kale,Kalewa,Pyithu,ဦးလင်းလင်းထွန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,13350,2015,607,m,ကလေးဝ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဒေါက်တာလှကျော်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,11429,2015,684,f,မဟာအောင်မြေ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဦးမောင်မောင်တင်,ပြည်သူ့ဒီမိုကရေစီပါတီ,331,2015,9,m,မဟာအောင်မြေ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဦးငြိမ်းသစ်(ခ)ဦးသောင်းထွန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,90908,2015,2266,m,မဟာအောင်မြေ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဒေါ်လှကေသီဝင်း,၈၈မျိုးဆက်ကျောင်းသားလူငယ်များ(ပြည်ထောင်စုမြန်မာနိုင်ငံ)ပါတီ,1181,2015,25,f,မဟာအောင်မြေ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဦးမျိုးမင်း,ဒီမိုကရက်တစ်ပါတီ(မြန်မာ),321,2015,7,m,မဟာအောင်မြေ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဦးကျော်ဇေယျ,တစ်သီးပုဂ္ဂလ,862,2015,33,m,မဟာအောင်မြေ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဦးသိန်းစိုး,အမျိုးသားတိုးတက်ရေးပါတီ,472,2015,21,m,မဟာအောင်မြေ
Mandalay Region,Mandalay,Mahaaungmyay,Pyithu,ဦးအောင်ထွန်းခိုင်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,440,2015,11,m,မဟာအောင်မြေ
Rakhine State,Thandwe,Gwa,Pyithu,ဦးကြည်သာ(ခ)ဦးညီလေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,7041,2015,529,m,ဂွ
Rakhine State,Thandwe,Gwa,Pyithu,ဦးထွန်းအောင်ကျော်,ရခိုင်အမျိုးသားပါတီ,3533,2015,270,m,ဂွ
Rakhine State,Thandwe,Gwa,Pyithu,ဒေါက်တာခင်တင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1784,2015,71,f,ဂွ
Rakhine State,Thandwe,Gwa,Pyithu,ဦးမြင့်ဝေ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,21355,2015,908,m,ဂွ
Shan State (South),Taunggyi,Kalaw,Pyithu,ဦးတင်နိုင်သိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,34913,2015,3093,m,ကလော
Shan State (South),Taunggyi,Kalaw,Pyithu,ဦးမင်းလွင်ဦး,ဓနုတိုင်းရင်းသားလူမျိုးများဒီမိုကရေစီပါတီ,3095,2015,217,m,ကလော
Shan State (South),Taunggyi,Kalaw,Pyithu,ဒေါ်ပြုံးကေသီနိုင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,45178,2015,1359,f,ကလော
Shan State (South),Taunggyi,Kalaw,Pyithu,ဒေါ်ဖြိုးသီရိ,ဖက်ဒရယ်ပြည်ထောင်စုပါတီ,1448,2015,44,f,ကလော
Ayeyarwady Region,Hinthada,Myanaung,Pyithu,ဦးခင်မောင်လတ်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,72091,2015,3497,m,မြန်အောင်
Ayeyarwady Region,Hinthada,Myanaung,Pyithu,ဦးသန်းဌေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,35916,2015,2800,m,မြန်အောင်
Ayeyarwady Region,Hinthada,Myanaung,Pyithu,ဦးမြင့်နိုင်,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1702,2015,77,m,မြန်အောင်
Ayeyarwady Region,Hinthada,Myanaung,Pyithu,ဦးခိုင်ဇော်လင်း,အမျိုးသားတိုးတက်ရေးပါတီ,2415,2015,107,m,မြန်အောင်
Ayeyarwady Region,Hinthada,Hinthada,Pyithu,ဦးမန်းသိန်းလွင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,2440,2015,232,m,ဟင်္သာတ
Ayeyarwady Region,Hinthada,Hinthada,Pyithu,ဦးခင်မောင်ရီ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,107804,2015,6359,m,ဟင်္သာတ
Ayeyarwady Region,Hinthada,Hinthada,Pyithu,ဦးဌေးဦး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,60771,2015,6427,m,ဟင်္သာတ
Ayeyarwady Region,Hinthada,Hinthada,Pyithu,ဦးကြည်ရွှေ,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,2887,2015,151,m,ဟင်္သာတ
Ayeyarwady Region,Hinthada,Hinthada,Pyithu,ဒေါ်သန္တာအောင်,အမျိုးသားတိုးတက်ရေးပါတီ,3650,2015,130,f,ဟင်္သာတ
Tanintharyi Region,Myeik,Myeik,Pyithu,ဝဏ္ဏကျော်ထင်ဦးဌေးမြင့်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,20531,2015,3747,f,မြိတ်
Tanintharyi Region,Myeik,Myeik,Pyithu,ဦးတင်ထွန်းလင်း,အမျိုးသားတိုးတက်ရေးပါတီ,1551,2015,86,m,မြိတ်
Tanintharyi Region,Myeik,Myeik,Pyithu,ဦးစိုးပိုင်ဌေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,86357,2015,2968,m,မြိတ်
Tanintharyi Region,Myeik,Myeik,Pyithu,ဦးဧရာဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1526,2015,149,m,မြိတ်
Sagaing Region,Shwebo,Kyunhla,Pyithu,ဦးထွန်းဝင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,32375,2015,1953,m,ကျွန်းလှ
Sagaing Region,Shwebo,Kyunhla,Pyithu,ဦးထွန်းအိ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,915,2015,81,m,ကျွန်းလှ
Sagaing Region,Shwebo,Kyunhla,Pyithu,ဦးကျော်ညွန့်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,9837,2015,675,m,ကျွန်းလှ
Sagaing Region,Shwebo,Kyunhla,Pyithu,ဦးထိန်လင်း,တစ်သီးပုဂ္ဂလ,2120,2015,138,m,ကျွန်းလှ
Sagaing Region,Shwebo,Kyunhla,Pyithu,ဦးသက်နိုင်အောင်,ညီညွတ်သောဒီမိုကရက်တစ်ပါတီ(UDP),209,2015,28,m,ကျွန်းလှ
Kayin State,Hpa-An,Thandaunggyi,Pyithu,ဦးစောဗစ်တာခလိုက်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,12215,2015,1032,m,သံတောင်ကြီး
Kayin State,Hpa-An,Thandaunggyi,Pyithu,ဦးစောတော်ပလဲ,ကရင်ပြည်သူ့ပါတီ,9884,2015,1120,m,သံတောင်ကြီး
Kayin State,Hpa-An,Thandaunggyi,Pyithu,ဒေါ်စိုးနီယာခိုင်,ကရင်အမျိုးသားပါတီ,2657,2015,325,f,သံတောင်ကြီး
Kayin State,Hpa-An,Thandaunggyi,Pyithu,ဒေါ်နော်အဲလိဇဘက်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5608,2015,1038,f,သံတောင်ကြီး
Shan State (South),Danu SAZ,Pindaya,Pyithu,ဦးဘဆောင်,ဓနုအမျိုးသားများအဖွဲ့ချုပ်ပါတီ,1224,2015,80,m,ပင်းတယ
Shan State (South),Danu SAZ,Pindaya,Pyithu,ဒေါ်ခင်သန်းအေး(ခ)ဒေါ်ခင်ထူး,တစ်သီးပုဂ္ဂလ,803,2015,87,f,ပင်းတယ
Shan State (South),Danu SAZ,Pindaya,Pyithu,ဦးအုန်းရွှေ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,792,2015,63,m,ပင်းတယ
Shan State (South),Danu SAZ,Pindaya,Pyithu,ဦးစိုးမြင့်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,20647,2015,991,m,ပင်းတယ
Shan State (South),Danu SAZ,Pindaya,Pyithu,ဦးဝင်းကြည်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,15375,2015,939,m,ပင်းတယ
Shan State (South),Danu SAZ,Pindaya,Pyithu,ဦးမျိုးသူကျော်,ဓနုတိုင်းရင်းသားလူမျိုးများဒီမိုကရေစီပါတီ,2351,2015,149,m,ပင်းတယ
Sagaing Region,Sagaing,Sagaing,Pyithu,ဦးခင်မောင်မြင့်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,39439,2015,3840,m,စစ်ကိုင်း
Sagaing Region,Sagaing,Sagaing,Pyithu,ဦးကျော်,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,1471,2015,152,m,စစ်ကိုင်း
Sagaing Region,Sagaing,Sagaing,Pyithu,ဦးခင်မောင်သိန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,108344,2015,4858,m,စစ်ကိုင်း
Sagaing Region,Sagaing,Sagaing,Pyithu,ဦးမိုးမင်းဟန်,မတူကွဲပြားခြင်းနှင့်ငြိမ်းချမ်းရေးပါတီ,352,2015,14,m,စစ်ကိုင်း
Sagaing Region,Sagaing,Sagaing,Pyithu,ဦအောင်ထိုက်,၈၈မျိုးဆက်ကျောင်းသားလူငယ်များ(ပြည်ထောင်စုမြန်မာနိုင်ငံ)ပါတီ,2498,2015,71,f,စစ်ကိုင်း
Rakhine State,Maungdaw,Maungdaw,Pyithu,ဦးဘလှိုင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6073,2015,1522,m,မောင်တော
Rakhine State,Maungdaw,Maungdaw,Pyithu,ဦးလှထွန်းကျော်,ရခိုင်အမျိုးသားပါတီ,8221,2015,779,m,မောင်တော
Rakhine State,Maungdaw,Maungdaw,Pyithu,ဒေါ်ခင်သန်းရီ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,509,2015,305,f,မောင်တော
